SalePrice,YearBuilt,YearBuilt2,YrSold,Yrsold2,MonthSold,Size(sqf),Size2(sqf),Floor,Floor2,HallwayType,HeatingType,AptManageType,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_APT,N_APT2,N_manager,N_elevators,N_manager2,N_elevators2,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(PublicOffice)2,N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Elementary)2,N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total),N_SchoolNearBy(Total)2
317699,2007,4028049,2008,4032064,1,1273,1620529,13,169,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
295460,2007,4028049,2008,4032064,1,1273,1620529,18,324,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
44247,1986,3944196,2008,4032064,1,508,258064,1,1,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,1,2,1,4,5,25,1,2,1,1,1,6,36,2,3,2,3,11,13,169
51327,1986,3944196,2008,4032064,1,508,258064,11,121,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,1,2,1,4,5,25,1,2,1,1,1,6,36,2,3,2,3,11,13,169
52212,1986,3944196,2008,4032064,1,547,299209,4,16,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,1,2,1,4,5,25,1,2,1,1,1,6,36,2,3,2,3,11,13,169
265486,2006,4024036,2008,4032064,1,1437,2064969,28,784,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
38761,1992,3968064,2008,4032064,1,355,126025,3,9,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
39823,1992,3968064,2008,4032064,1,355,126025,12,144,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
84070,1993,3972049,2008,4032064,1,644,414736,21,441,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
212389,2005,4020025,2008,4032064,1,1184,1401856,17,289,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
225663,2007,4028049,2008,4032064,1,1103,1216609,14,196,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
151327,2005,4020025,2008,4032064,1,743,552049,10,100,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
91150,1993,3972049,2008,4032064,1,644,414736,20,400,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
131415,2005,4020025,2008,4032064,1,743,552049,3,9,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
135398,1993,3972049,2008,4032064,1,914,835396,10,100,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
163539,2007,4028049,2008,4032064,1,914,835396,26,676,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
176991,2007,4028049,2008,4032064,1,914,835396,26,676,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
80530,1993,3972049,2008,4032064,1,644,414736,2,4,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
86283,1993,3972049,2008,4032064,1,644,414736,12,144,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
126106,1993,3972049,2008,4032064,1,914,835396,17,289,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
207964,1986,3944196,2008,4032064,1,1377,1896129,10,100,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
198230,2007,4028049,2008,4032064,1,868,753424,11,121,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
203539,2007,4028049,2008,4032064,1,868,753424,24,576,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
194690,2007,4028049,2008,4032064,1,868,753424,10,100,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
351769,2007,4028049,2008,4032064,1,1387,1923769,41,1681,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
119292,1986,3944196,2008,4032064,1,914,835396,4,16,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
193805,2007,4028049,2008,4032064,1,868,753424,14,196,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
221238,2006,4024036,2008,4032064,1,1192,1420864,4,16,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
150442,1986,3944196,2008,4032064,1,1131,1279161,3,9,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
191150,2007,4028049,2008,4032064,1,868,753424,17,289,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
110619,1997,3988009,2008,4032064,2,914,835396,13,169,mixed,individual_heating,management_in_trust,82,56,5min~10min,15min~20min,1,1,2,4,4,16,7,49,1,2,1,1,1,4,16,0,0,3,5,13,7,49
61946,1985,3940225,2008,4032064,2,587,344569,8,64,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,1,2,2,4,4,5,25,1,2,1,2,1,2,4,1,1,0,3,12,4,16
283185,2007,4028049,2008,4032064,2,1483,2199289,4,16,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
383185,2007,4028049,2008,4032064,2,1483,2199289,17,289,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
357522,2007,4028049,2008,4032064,2,1334,1779556,25,625,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
337168,2007,4028049,2008,4032064,2,1273,1620529,27,729,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
93805,1986,3944196,2008,4032064,2,910,828100,11,121,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,1,2,1,4,5,25,1,2,1,1,1,6,36,2,3,2,3,11,13,169
197345,2006,4024036,2008,4032064,2,914,835396,15,225,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
101327,1993,3972049,2008,4032064,2,644,414736,11,121,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
146017,1993,3972049,2008,4032064,2,914,835396,10,100,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
243362,1993,3972049,2008,4032064,2,2337,5461569,14,196,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
69026,1992,3968064,2008,4032064,2,640,409600,11,121,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
79646,1993,3972049,2008,4032064,2,644,414736,4,16,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
295575,2007,4028049,2008,4032064,2,1394,1943236,20,400,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
64601,1992,3968064,2008,4032064,2,576,331776,10,100,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
127433,1993,3972049,2008,4032064,2,914,835396,14,196,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
66371,1992,3968064,2008,4032064,2,640,409600,1,1,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
160637,2007,4028049,2008,4032064,2,914,835396,11,121,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
35398,1992,3968064,2008,4032064,2,355,126025,15,225,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
256637,2007,4028049,2008,4032064,2,1366,1865956,12,144,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
254867,1986,3944196,2008,4032064,2,1796,3225616,9,81,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
176991,2007,4028049,2008,4032064,2,868,753424,15,225,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
188495,2007,4028049,2008,4032064,2,868,753424,3,9,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
176106,2006,4024036,2008,4032064,2,903,815409,1,1,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
428318,2007,4028049,2008,4032064,2,1643,2699449,20,400,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
176106,2006,4024036,2008,4032064,2,903,815409,1,1,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,9,3,11,9,121,3,9,1,1,1,2,0,4,16,3,3,1,4,8,11,121
166371,1986,3944196,2008,4032064,2,1131,1279161,9,81,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
151769,1986,3944196,2008,4032064,2,914,835396,11,121,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
150442,1986,3944196,2008,4032064,2,1131,1279161,1,1,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
115929,1997,3988009,2008,4032064,3,914,835396,13,169,mixed,individual_heating,management_in_trust,82,56,5min~10min,15min~20min,1,1,2,4,4,16,7,49,1,2,1,1,1,4,16,0,0,3,5,13,7,49
63274,1997,3988009,2008,4032064,3,558,311364,11,121,mixed,individual_heating,management_in_trust,82,56,5min~10min,15min~20min,1,1,2,4,4,16,7,49,1,2,1,1,1,4,16,0,0,3,5,13,7,49
219469,2006,4024036,2008,4032064,3,910,828100,16,256,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,9,3,0,9,0,2,4,1,1,1,1,0,3,9,2,2,2,5,6,9,81
123893,2003,4012009,2008,4032064,3,907,822649,7,49,mixed,individual_heating,management_in_trust,82,56,5min~10min,15min~20min,1,1,2,4,4,16,7,49,1,2,1,1,1,4,16,0,0,3,5,13,7,49
59734,1985,3940225,2008,4032064,3,587,344569,9,81,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,1,2,2,4,4,5,25,1,2,1,2,1,2,4,1,1,0,3,12,4,16
60176,1985,3940225,2008,4032064,3,587,344569,5,25,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,1,2,2,4,4,5,25,1,2,1,2,1,2,4,1,1,0,3,12,4,16
327433,2007,4028049,2008,4032064,3,1273,1620529,22,484,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
307964,2007,4028049,2008,4032064,3,1273,1620529,9,81,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
448672,2007,4028049,2008,4032064,3,1690,2856100,16,256,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
370796,2007,4028049,2008,4032064,3,1483,2199289,18,324,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
347787,2007,4028049,2008,4032064,3,1690,2856100,11,121,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
462831,2007,4028049,2008,4032064,3,1690,2856100,22,484,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
448672,2007,4028049,2008,4032064,3,1690,2856100,15,225,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
435398,2007,4028049,2008,4032064,3,1690,2856100,7,49,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
51327,1986,3944196,2008,4032064,3,508,258064,2,4,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,1,2,1,4,5,25,1,2,1,1,1,6,36,2,3,2,3,11,13,169
269911,2006,4024036,2008,4032064,3,1149,1320201,28,784,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
256637,2006,4024036,2008,4032064,3,1437,2064969,3,9,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
272566,2006,4024036,2008,4032064,3,1412,1993744,22,484,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
178761,2005,4020025,2008,4032064,3,914,835396,24,576,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
194690,2007,4028049,2008,4032064,3,1103,1216609,3,9,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
174336,1993,3972049,2008,4032064,3,1451,2105401,5,25,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
37787,1992,3968064,2008,4032064,3,355,126025,15,225,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
161946,2005,4020025,2008,4032064,3,914,835396,18,324,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
70796,1992,3968064,2008,4032064,3,644,414736,4,16,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
84955,1993,3972049,2008,4032064,3,644,414736,15,225,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
92035,1993,3972049,2008,4032064,3,644,414736,8,64,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
90707,1993,3972049,2008,4032064,3,644,414736,6,36,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
194690,1993,3972049,2008,4032064,3,1288,1658944,16,256,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
153539,2005,4020025,2008,4032064,3,743,552049,17,289,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,64,6,0,36,0,5,25,2,0,1,5,0,3,9,4,4,4,7,13,15,225
122389,1993,3972049,2008,4032064,3,914,835396,18,324,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
123893,1993,3972049,2008,4032064,3,914,835396,2,4,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
341592,2007,4028049,2008,4032064,3,1448,2096704,29,841,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
37168,1992,3968064,2008,4032064,3,355,126025,14,196,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,9,5,10,25,100,7,49,1,1,1,5,1,4,16,3,5,5,3,16,17,289
124778,1993,3972049,2008,4032064,3,914,835396,21,441,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
222123,2007,4028049,2008,4032064,3,1103,1216609,24,576,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
207964,2007,4028049,2008,4032064,3,1103,1216609,6,36,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
168141,1993,3972049,2008,4032064,3,1451,2105401,3,9,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
80530,1992,3968064,2008,4032064,3,644,414736,15,225,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
169911,1986,3944196,2008,4032064,3,1377,1896129,2,4,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
207079,2007,4028049,2008,4032064,3,868,753424,19,361,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
381663,2007,4028049,2008,4032064,3,1387,1923769,31,961,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
184955,1986,3944196,2008,4032064,3,1377,1896129,5,25,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
356637,2007,4028049,2008,4032064,3,1387,1923769,23,529,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
207079,2007,4028049,2008,4032064,3,868,753424,18,324,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
184070,2007,4028049,2008,4032064,3,868,753424,4,16,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
170796,1986,3944196,2008,4032064,3,1131,1279161,12,144,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
147787,1986,3944196,2008,4032064,3,914,835396,1,1,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
442477,2007,4028049,2008,4032064,3,1643,2699449,43,1849,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
150442,1986,3944196,2008,4032064,3,1131,1279161,11,121,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,49,8,27,64,729,5,25,1,1,0,1,1,3,9,1,1,1,4,9,6,36
408849,2007,4028049,2008,4032064,3,1643,2699449,5,25,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,49,14,16,196,256,3,9,1,2,1,0,2,3,9,3,2,2,10,9,10,100
70796,1985,3940225,2008,4032064,4,676,456976,8,64,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,1,2,2,4,4,5,25,1,2,1,2,1,2,4,1,1,0,3,12,4,16
57522,1985,3940225,2008,4032064,4,587,344569,7,49,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,1,2,2,4,4,5,25,1,2,1,2,1,2,4,1,1,0,3,12,4,16
383185,2007,4028049,2008,4032064,4,1444,2085136,10,100,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
382300,2007,4028049,2008,4032064,4,1483,2199289,20,400,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
462831,2007,4028049,2008,4032064,4,1690,2856100,23,529,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
371681,2007,4028049,2008,4032064,4,1483,2199289,7,49,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
373451,2007,4028049,2008,4032064,4,1483,2199289,24,576,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
347787,2007,4028049,2008,4032064,4,1334,1779556,10,100,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
383185,2007,4028049,2008,4032064,4,1483,2199289,16,256,terraced,individual_heating,management_in_trust,7,605,0~5min,0-5min,2,4,5,5,25,25,4,16,1,2,1,0,1,2,4,1,1,1,5,9,5,25
48672,1986,3944196,2008,4032064,4,508,258064,6,36,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,1,2,1,4,5,25,1,2,1,1,1,6,36,2,3,2,3,11,13,169
191150,2006,4024036,2008,4032064,4,914,835396,7,49,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
272566,2006,4024036,2008,4032064,4,1437,2064969,10,100,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,36,5,11,25,121,1,1,1,0,1,0,0,2,4,2,1,2,5,3,7,49
212389,1993,3972049,2008,4032064,4,1761,3101121,15,225,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
86725,1992,3968064,2008,4032064,4,644,414736,13,169,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,9,4,8,16,64,5,25,1,1,1,1,0,3,9,3,4,4,3,9,14,196
247787,2007,4028049,2008,4032064,4,1448,2096704,31,961,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
128318,1993,3972049,2008,4032064,4,914,835396,4,16,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
85132,1993,3972049,2008,4032064,4,644,414736,17,289,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
265486,2007,4028049,2008,4032064,4,1366,1865956,17,289,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,9,5,10,25,100,2,4,2,2,2,0,1,2,4,2,2,2,4,9,8,64
162831,1993,3972049,2008,4032064,4,1451,2105401,18,324,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
84955,1993,3972049,2008,4032064,4,644,414736,15,225,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,64,8,20,64,400,6,36,2,0,1,5,0,4,16,3,5,5,4,14,17,289
